param_name,scale,agent,metric,value_mean,value_std,n_seeds
kappa,-0.25,ccb_df,avg_fatigue,0.544895206801678,0.017420890592616544,10
kappa,-0.25,ccb_df,feasible_rate,0.9099292145193221,0.02736054824929434,10
kappa,-0.25,ccb_df,learn_slope,0.0007,0.0003,10
kappa,-0.25,ccb_df,ttm,100.9,26.180781755580437,10
kappa,-0.25,dqn,avg_fatigue,0.5199281892668799,0.04253157821540817,10
kappa,-0.25,dqn,feasible_rate,0.9230474406566728,0.03994137447131654,10
kappa,-0.25,dqn,learn_slope,0.0012,0.0012,10
kappa,-0.25,dqn,ttm,207.0,229.7254399882124,10
kappa,-0.25,linucb,avg_fatigue,0.5616080454586384,0.005097558990921806,10
kappa,-0.25,linucb,feasible_rate,0.9740690621945174,0.008043575873337707,10
kappa,-0.25,linucb,learn_slope,0.0002,0.0005,10
kappa,-0.25,linucb,ttm,338.4,174.4866757090638,10
kappa,-0.25,pianoMPC,avg_fatigue,0.5626995995243955,0.01994761727148378,10
kappa,-0.25,pianoMPC,feasible_rate,0.8827646340545469,0.03692716543752923,10
kappa,-0.25,pianoMPC,learn_slope,0.0039,0.0023,10
kappa,-0.25,pianoMPC,ttm,43.7,12.824022596500505,10
kappa,-0.25,safe_ac,avg_fatigue,0.5390126107783602,0.03590698256861255,10
kappa,-0.25,safe_ac,feasible_rate,0.916597499597043,0.043871103312546636,10
kappa,-0.25,safe_ac,learn_slope,0.0013,0.0008,10
kappa,-0.25,safe_ac,ttm,78.1,27.67449688391422,10
kappa,-0.25,thompson,avg_fatigue,0.5564586883641077,0.013371018254544736,10
kappa,-0.25,thompson,feasible_rate,0.8899720420356175,0.026130831384126814,10
kappa,-0.25,thompson,learn_slope,0.0009,0.0007,10
kappa,-0.25,thompson,ttm,137.3,103.04265567661234,10
kappa,0.0,autocurriculum,avg_fatigue,0.5278251325498562,0.007988665628621815,10
kappa,0.0,autocurriculum,feasible_rate,0.9350000000000002,0.011573703697777573,10
kappa,0.0,autocurriculum,learn_slope,0.0,0.0,10
kappa,0.0,autocurriculum,ttm,600.0,0.0,10
kappa,0.0,bayesianmab,avg_fatigue,0.5120590918907263,0.08157873295347458,10
kappa,0.0,bayesianmab,feasible_rate,0.9011597796664169,0.039483346495236125,10
kappa,0.0,bayesianmab,learn_slope,0.0022,0.0016,10
kappa,0.0,bayesianmab,ttm,69.3,37.33645820255466,10
kappa,0.0,ccb_df,avg_fatigue,0.5372858989550082,0.024087744659515156,10
kappa,0.0,ccb_df,feasible_rate,0.9157362381030275,0.031895891214634355,10
kappa,0.0,ccb_df,learn_slope,0.0008,0.0004,10
kappa,0.0,ccb_df,ttm,96.0,33.90181902690965,10
kappa,0.0,dqn,avg_fatigue,0.520372103408294,0.04227435332305036,10
kappa,0.0,dqn,feasible_rate,0.928408191017423,0.045559973013053846,10
kappa,0.0,dqn,learn_slope,0.001,0.0009,10
kappa,0.0,dqn,ttm,210.4,227.2332135347589,10
kappa,0.0,linucb,avg_fatigue,0.5599975126510727,0.007343385382857137,10
kappa,0.0,linucb,feasible_rate,0.9750408625462367,0.008686366087780116,10
kappa,0.0,linucb,learn_slope,0.0003,0.0005,10
kappa,0.0,linucb,ttm,309.8,188.01170176348066,10
kappa,0.0,pianoMPC,avg_fatigue,0.5622163800122004,0.019554925426168594,10
kappa,0.0,pianoMPC,feasible_rate,0.8801304877130833,0.03806817621671725,10
kappa,0.0,pianoMPC,learn_slope,0.004,0.0022,10
kappa,0.0,pianoMPC,ttm,42.8,12.6473536977328,10
kappa,0.0,safe_ac,avg_fatigue,0.5390126107783602,0.03590698256861255,10
kappa,0.0,safe_ac,feasible_rate,0.916597499597043,0.043871103312546636,10
kappa,0.0,safe_ac,learn_slope,0.0013,0.0008,10
kappa,0.0,safe_ac,ttm,78.1,27.67449688391422,10
kappa,0.0,thompson,avg_fatigue,0.5532974918722247,0.01646032348937001,10
kappa,0.0,thompson,feasible_rate,0.9090989697980758,0.021681445549864366,10
kappa,0.0,thompson,learn_slope,0.0005,0.0004,10
kappa,0.0,thompson,ttm,159.9,92.79301937346605,10
kappa,0.25,autocurriculum,avg_fatigue,0.5278251325498562,0.007988665628621815,10
kappa,0.25,autocurriculum,feasible_rate,0.9350000000000002,0.011573703697777573,10
kappa,0.25,autocurriculum,learn_slope,0.0,0.0,10
kappa,0.25,autocurriculum,ttm,600.0,0.0,10
kappa,0.25,bayesianmab,avg_fatigue,0.50279805486889,0.07460613318004819,10
kappa,0.25,bayesianmab,feasible_rate,0.9116066331225905,0.028103974687751082,10
kappa,0.25,bayesianmab,learn_slope,0.0022,0.0016,10
kappa,0.25,bayesianmab,ttm,66.3,34.42883158697728,10
kappa,0.25,ccb_df,avg_fatigue,0.547688519659025,0.02293592605172457,10
kappa,0.25,ccb_df,feasible_rate,0.903761180499431,0.041917868277337546,10
kappa,0.25,ccb_df,learn_slope,0.0009,0.0004,10
kappa,0.25,ccb_df,ttm,88.7,19.754324421081407,10
kappa,0.25,dqn,avg_fatigue,0.5177046694666569,0.04267312433734188,10
kappa,0.25,dqn,feasible_rate,0.928459473068705,0.045365902294388506,10
kappa,0.25,dqn,learn_slope,0.0011,0.0009,10
kappa,0.25,dqn,ttm,207.6,229.18270246925508,10
kappa,0.25,linucb,avg_fatigue,0.5605469334869787,0.006950026587942174,10
kappa,0.25,linucb,feasible_rate,0.9773422462362638,0.007619070427466127,10
kappa,0.25,linucb,learn_slope,0.0001,0.0001,10
kappa,0.25,linucb,ttm,354.2,183.4889036911436,10
kappa,0.25,pianoMPC,avg_fatigue,0.5622163800122004,0.019554925426168594,10
kappa,0.25,pianoMPC,feasible_rate,0.8801304877130833,0.03806817621671725,10
kappa,0.25,pianoMPC,learn_slope,0.004,0.0022,10
kappa,0.25,pianoMPC,ttm,42.8,12.6473536977328,10
kappa,0.25,safe_ac,avg_fatigue,0.5390512883467924,0.03593369384738474,10
kappa,0.25,safe_ac,feasible_rate,0.9154125250739952,0.04461575188343711,10
kappa,0.25,safe_ac,learn_slope,0.0013,0.0008,10
kappa,0.25,safe_ac,ttm,77.1,27.090178622109114,10
kappa,0.25,thompson,avg_fatigue,0.551401160288447,0.018115669603043824,10
kappa,0.25,thompson,feasible_rate,0.9063953396559385,0.03409074056736621,10
kappa,0.25,thompson,learn_slope,0.001,0.0009,10
kappa,0.25,thompson,ttm,106.2,53.08441914117131,10
kappa,0.5,autocurriculum,avg_fatigue,0.5278251325498562,0.007988665628621815,10
kappa,0.5,autocurriculum,feasible_rate,0.9350000000000002,0.011573703697777573,10
kappa,0.5,autocurriculum,learn_slope,0.0,0.0,10
kappa,0.5,autocurriculum,ttm,600.0,0.0,10
kappa,0.5,bayesianmab,avg_fatigue,0.4913058368237772,0.07934283137094923,10
kappa,0.5,bayesianmab,feasible_rate,0.9153347032980292,0.02501094037697694,10
kappa,0.5,bayesianmab,learn_slope,0.002,0.0015,10
kappa,0.5,bayesianmab,ttm,69.4,33.774415037289856,10
kappa,0.5,ccb_df,avg_fatigue,0.545290394678847,0.019590606682318573,10
kappa,0.5,ccb_df,feasible_rate,0.9053619811021589,0.03495267504873707,10
kappa,0.5,ccb_df,learn_slope,0.0008,0.0005,10
kappa,0.5,ccb_df,ttm,105.3,49.55367460306719,10
kappa,0.5,dqn,avg_fatigue,0.5174635431925518,0.04255787006867885,10
kappa,0.5,dqn,feasible_rate,0.9286261397353718,0.04533442103510519,10
kappa,0.5,dqn,learn_slope,0.0011,0.0009,10
kappa,0.5,dqn,ttm,207.6,229.18270246925508,10
kappa,0.5,linucb,avg_fatigue,0.5628225377270667,0.009307342989990976,10
kappa,0.5,linucb,feasible_rate,0.9724063561553681,0.009088835284467963,10
kappa,0.5,linucb,learn_slope,0.0001,0.0002,10
kappa,0.5,linucb,ttm,393.1,173.88594601698614,10
kappa,0.5,pianoMPC,avg_fatigue,0.5622163800122004,0.019554925426168594,10
kappa,0.5,pianoMPC,feasible_rate,0.8801304877130833,0.03806817621671725,10
kappa,0.5,pianoMPC,learn_slope,0.004,0.0022,10
kappa,0.5,pianoMPC,ttm,42.8,12.6473536977328,10
kappa,0.5,safe_ac,avg_fatigue,0.5390512883467924,0.03593369384738474,10
kappa,0.5,safe_ac,feasible_rate,0.9154125250739952,0.04461575188343711,10
kappa,0.5,safe_ac,learn_slope,0.0013,0.0008,10
kappa,0.5,safe_ac,ttm,77.1,27.090178622109114,10
kappa,0.5,thompson,avg_fatigue,0.5529992067327552,0.018936828230895576,10
kappa,0.5,thompson,feasible_rate,0.9021614741541425,0.03194002801383409,10
kappa,0.5,thompson,learn_slope,0.001,0.0009,10
kappa,0.5,thompson,ttm,115.3,71.10563346958601,10
